Protein,Prediction
10094_DBASSP_AMD_#_hem,1
10095_DBASSP_AMD_#_hem,1
10098_DBASSP_AMD_#_hem,1
10103_DBASSP_AMD_#_hem,1
10104_DBASSP_AMD_#_hem,1
10105_DBASSP_AMD_#_hem,1
10116_DBASSP_AMD_#_hem,0
10117_DBASSP_AMD_#_hem,0
10118_DBASSP_AMD_#_hem,0
10119_DBASSP_AMD_#_hem,0
10120_DBASSP_AMD_#_hem,0
10121_DBASSP_AMD_#_hem,0
10125_DBASSP_AMD_#_hem,0
10126_DBASSP_AMD_#_hem,0
10127_DBASSP_AMD_#_hem,0
10128_DBASSP_AMD_#_hem,0
10133_DBASSP_AMD_#_hem,0
10134_DBASSP_AMD_#_hem,0
10135_DBASSP_AMD_#_hem,0
10136_DBASSP_AMD_#_hem,0
10137_DBASSP_#_#_hem,1
10169_DBASSP_AMD_#_hem,0
1978_DBASSP_AMD_#_hem,1
1998_DBASSP_AMD_#_hem,1
1999_DBASSP_AMD_#_hem,1
2012_DBASSP_#_#_hem,1
2013_DBASSP_#_#_hem,1
2014_DBASSP_#_#_hem,1
2015_DBASSP_AMD_#_hem,1
2018_DBASSP_AMD_#_hem,1
2020_DBASSP_AMD_#_hem,1
10215_DBASSP_#_#_hem,1
9895_DBASSP_AMD_#_hem,1
3069_DBASSP_AMD_#_hem,0
2054_DBASSP_#_DNS_hem,1
10248_DBASSP_#_#_hem,1
2057_DBASSP_#_DNS_hem,1
2058_DBASSP_#_DNS_hem,1
2059_DBASSP_#_DNS_hem,1
10252_DBASSP_AMD_#_hem,1
11270_DBASSP_AMD_#_hem,0
10284_DBASSP_AMD_#_hem,1
10285_DBASSP_AMD_#_hem,1
10304_DBASSP_#_#_hem,1
10305_DBASSP_#_#_hem,1
10345_DBASSP_AMD_#_hem,1
10346_DBASSP_AMD_#_hem,0
10347_DBASSP_AMD_#_hem,0
10348_DBASSP_AMD_#_hem,0
2159_DBASSP_AMD_#_hem,1
10354_DBASSP_AMD_#_hem,1
2166_DBASSP_AMD_#_hem,1
2167_DBASSP_AMD_#_hem,1
2189_DBASSP_AMD_#_hem,1
2190_DBASSP_AMD_#_hem,1
2193_DBASSP_#_#_hem,1
2194_DBASSP_#_#_hem,1
2197_DBASSP_#_#_hem,1
2199_DBASSP_#_#_hem,1
2200_DBASSP_#_#_hem,1
2201_DBASSP_#_#_hem,1
2202_DBASSP_AMD_#_hem,1
2203_DBASSP_AMD_#_hem,1
2204_DBASSP_AMD_#_hem,1
2205_DBASSP_AMD_#_hem,1
2209_DBASSP_AMD_#_hem,1
2210_DBASSP_#_#_hem,1
10403_DBASSP_AMD_#_hem,1
10404_DBASSP_AMD_#_hem,0
3101_DBASSP_AMD_#_hem,1
2229_DBASSP_AMD_#_hem,1
10437_DBASSP_AMD_#_hem,1
2251_DBASSP_#_#_hem,1
2252_DBASSP_#_#_hem,1
2253_DBASSP_AMD_#_hem,0
2255_DBASSP_AMD_#_hem,1
2256_DBASSP_#_#_hem,1
2257_DBASSP_#_#_hem,1
2258_DBASSP_#_#_hem,1
2259_DBASSP_#_#_hem,1
2260_DBASSP_#_#_hem,1
2261_DBASSP_#_#_hem,1
2262_DBASSP_#_#_hem,1
2263_DBASSP_#_#_hem,1
2264_DBASSP_#_#_hem,1
2265_DBASSP_AMD_#_hem,1
10464_DBASSP_AMD_#_hem,1
2282_DBASSP_AMD_#_hem,1
2284_DBASSP_#_#_hem,1
2285_DBASSP_AMD_#_hem,1
2286_DBASSP_AMD_#_hem,1
2288_DBASSP_#_#_hem,1
2289_DBASSP_#_#_hem,1
2290_DBASSP_#_#_hem,1
2291_DBASSP_#_#_hem,1
2292_DBASSP_#_#_hem,1
2293_DBASSP_AMD_#_hem,1
2294_DBASSP_AMD_#_hem,1
2298_DBASSP_AMD_#_hem,0
2300_DBASSP_AMD_#_hem,1
2302_DBASSP_#_#_hem,1
2303_DBASSP_#_#_hem,1
2304_DBASSP_AMD_#_hem,1
2305_DBASSP_#_#_hem,1
2325_DBASSP_AMD_#_hem,1
10525_DBASSP_#_#_hem,0
10526_DBASSP_#_#_hem,0
10527_DBASSP_AMD_#_hem,1
10537_DBASSP_#_#_hem,1
10539_DBASSP_#_#_hem,1
10540_DBASSP_#_#_hem,1
10541_DBASSP_#_#_hem,1
2354_DBASSP_#_#_hem,0
2355_DBASSP_#_#_hem,1
2359_DBASSP_#_#_hem,0
2361_DBASSP_#_#_hem,0
2362_DBASSP_#_#_hem,0
2367_DBASSP_#_#_hem,1
2369_DBASSP_AMD_#_hem,1
2383_DBASSP_AMD_#_hem,0
2386_DBASSP_#_#_hem,1
2389_DBASSP_#_#_hem,1
2391_DBASSP_#_#_hem,1
2395_DBASSP_#_#_hem,1
10591_DBASSP_#_#_hem,1
10592_DBASSP_#_#_hem,1
2401_DBASSP_#_#_hem,1
2403_DBASSP_AMD_#_hem,1
2404_DBASSP_AMD_#_hem,1
2407_DBASSP_AMD_#_hem,1
10601_DBASSP_#_#_hem,1
10602_DBASSP_#_#_hem,1
10603_DBASSP_#_#_hem,1
10604_DBASSP_#_#_hem,1
10605_DBASSP_#_#_hem,1
10606_DBASSP_#_#_hem,0
10607_DBASSP_#_#_hem,1
10611_DBASSP_#_#_hem,1
2426_DBASSP_AMD_#_hem,0
10625_DBASSP_#_#_hem,0
10626_DBASSP_#_#_hem,1
10627_DBASSP_#_#_hem,0
10629_DBASSP_AMD_#_hem,1
10630_DBASSP_AMD_#_hem,1
10631_DBASSP_AMD_#_hem,1
10632_DBASSP_AMD_#_hem,1
10634_DBASSP_AMD_#_hem,0
10635_DBASSP_AMD_#_hem,1
2446_DBASSP_AMD_#_hem,1
10640_DBASSP_AMD_#_hem,0
2451_DBASSP_#_#_hem,1
10644_DBASSP_AMD_#_hem,0
2453_DBASSP_#_#_hem,1
2493_DBASSP_#_#_hem,1
2494_DBASSP_#_#_hem,1
2495_DBASSP_#_#_hem,1
2496_DBASSP_#_#_hem,1
2497_DBASSP_#_#_hem,1
2504_DBASSP_AMD_#_hem,1
2510_DBASSP_AMD_#_hem,1
2512_DBASSP_#_#_hem,1
2513_DBASSP_#_#_hem,1
2514_DBASSP_#_#_hem,1
10719_DBASSP_#_#_hem,1
2537_DBASSP_#_#_hem,1
10742_DBASSP_#_#_hem,1
10743_DBASSP_#_#_hem,1
10752_DBASSP_#_#_hem,0
10754_DBASSP_#_#_hem,1
1793_DBASSP_AMD_#_hem,1
2577_DBASSP_AMD_#_hem,1
1795_DBASSP_AMD_#_hem,1
2580_DBASSP_AMD_#_hem,1
1796_DBASSP_AMD_#_hem,1
1797_DBASSP_AMD_#_hem,1
2598_DBASSP_AMD_#_hem,1
10827_DBASSP_#_#_hem,1
10828_DBASSP_#_#_hem,1
10829_DBASSP_#_#_hem,0
10830_DBASSP_#_#_hem,1
10834_DBASSP_AMD_#_hem,1
10837_DBASSP_AMD_#_hem,1
10880_DBASSP_#_#_hem,0
2712_DBASSP_AMD_#_hem,1
2713_DBASSP_AMD_#_hem,1
2714_DBASSP_AMD_#_hem,1
2715_DBASSP_AMD_#_hem,1
2716_DBASSP_AMD_#_hem,1
2717_DBASSP_AMD_#_hem,1
2718_DBASSP_AMD_#_hem,1
2719_DBASSP_AMD_#_hem,1
10914_DBASSP_#_#_hem,1
10915_DBASSP_#_#_hem,1
10919_DBASSP_AMD_#_hem,1
10965_DBASSP_AMD_#_hem,0
10969_DBASSP_AMD_#_hem,1
10970_DBASSP_AMD_#_hem,1
10973_DBASSP_AMD_#_hem,1
2842_DBASSP_#_#_hem,1
2843_DBASSP_#_#_hem,1
2846_DBASSP_#_#_hem,1
2847_DBASSP_#_#_hem,1
2848_DBASSP_#_#_hem,1
2849_DBASSP_#_#_hem,1
2850_DBASSP_#_#_hem,1
2851_DBASSP_#_#_hem,1
2862_DBASSP_AMD_#_hem,1
2865_DBASSP_AMD_#_hem,1
2866_DBASSP_AMD_#_hem,1
2869_DBASSP_AMD_#_hem,0
2873_DBASSP_AMD_#_hem,0
2874_DBASSP_AMD_#_hem,1
11168_DBASSP_#_#_hem,1
102_DBASSP_#_#_hem,1
3006_DBASSP_#_#_hem,1
3008_DBASSP_#_#_hem,1
11220_DBASSP_AMD_#_hem,1
11228_DBASSP_AMD_#_hem,1
11230_DBASSP_AMD_#_hem,1
11232_DBASSP_AMD_#_hem,1
3068_DBASSP_AMD_#_hem,1
3078_DBASSP_#_#_hem,1
11271_DBASSP_AMD_#_hem,1
3096_DBASSP_AMD_#_hem,1
3100_DBASSP_AMD_#_hem,1
1467_DBASSP_#_#_hem,1
3102_DBASSP_AMD_#_hem,1
3103_DBASSP_AMD_#_hem,1
3104_DBASSP_AMD_#_hem,1
3105_DBASSP_AMD_#_hem,1
1884_DBASSP_AMD_#_hem,1
1885_DBASSP_AMD_#_hem,1
3121_DBASSP_AMD_#_hem,1
3123_DBASSP_AMD_#_hem,1
3124_DBASSP_AMD_#_hem,1
3135_DBASSP_AMD_#_hem,1
3136_DBASSP_AMD_#_hem,1
3137_DBASSP_AMD_#_hem,1
3138_DBASSP_AMD_#_hem,1
3140_DBASSP_AMD_#_hem,1
3142_DBASSP_AMD_#_hem,0
3143_DBASSP_AMD_#_hem,1
3144_DBASSP_AMD_#_hem,1
3145_DBASSP_AMD_#_hem,1
3147_DBASSP_AMD_#_hem,1
3149_DBASSP_AMD_#_hem,1
3150_DBASSP_AMD_#_hem,1
3151_DBASSP_AMD_#_hem,1
3152_DBASSP_AMD_#_hem,1
3153_DBASSP_AMD_#_hem,1
3154_DBASSP_#_#_hem,1
3156_DBASSP_#_#_hem,1
3157_DBASSP_AMD_#_hem,1
1892_DBASSP_#_#_hem,1
1893_DBASSP_#_#_hem,1
3173_DBASSP_AMD_#_hem,1
3174_DBASSP_AMD_#_hem,1
3175_DBASSP_AMD_#_hem,1
11380_DBASSP_AMD_#_hem,0
11383_DBASSP_#_#_hem,0
3192_DBASSP_AMD_#_hem,1
11385_DBASSP_#_#_hem,1
3194_DBASSP_#_#_hem,1
3195_DBASSP_#_#_hem,1
3196_DBASSP_#_#_hem,1
11399_DBASSP_AMD_#_hem,0
11400_DBASSP_AMD_#_hem,0
3232_DBASSP_AMD_#_hem,1
3247_DBASSP_AMD_#_hem,1
3257_DBASSP_AMD_#_hem,1
3258_DBASSP_AMD_#_hem,1
3259_DBASSP_AMD_#_hem,1
3260_DBASSP_AMD_#_hem,1
3326_DBASSP_AMD_#_hem,1
11525_DBASSP_#_#_hem,0
3345_DBASSP_#_#_hem,1
3346_DBASSP_AMD_#_hem,1
3347_DBASSP_#_#_hem,1
3355_DBASSP_AMD_#_hem,1
3358_DBASSP_AMD_#_hem,1
3360_DBASSP_AMD_#_hem,1
3361_DBASSP_AMD_#_hem,1
3362_DBASSP_AMD_#_hem,1
3363_DBASSP_AMD_#_hem,1
3364_DBASSP_AMD_#_hem,1
3365_DBASSP_AMD_#_hem,1
3366_DBASSP_AMD_#_hem,1
3367_DBASSP_AMD_#_hem,1
3368_DBASSP_AMD_#_hem,1
3369_DBASSP_AMD_#_hem,1
3370_DBASSP_AMD_#_hem,1
3371_DBASSP_AMD_#_hem,1
3372_DBASSP_AMD_#_hem,1
3373_DBASSP_AMD_#_hem,1
3374_DBASSP_AMD_#_hem,1
3376_DBASSP_AMD_#_hem,1
3377_DBASSP_AMD_#_hem,1
3378_DBASSP_AMD_#_hem,1
3379_DBASSP_AMD_#_hem,1
3382_DBASSP_AMD_#_hem,1
3383_DBASSP_#_#_hem,1
3385_DBASSP_#_#_hem,1
3396_DBASSP_#_#_hem,1
3397_DBASSP_#_#_hem,1
3398_DBASSP_#_#_hem,1
3399_DBASSP_#_#_hem,1
3400_DBASSP_#_#_hem,1
3401_DBASSP_#_#_hem,1
3402_DBASSP_AMD_#_hem,1
3403_DBASSP_AMD_#_hem,1
3414_DBASSP_AMD_#_hem,1
3442_DBASSP_AMD_#_hem,1
3445_DBASSP_AMD_#_hem,1
3446_DBASSP_AMD_#_hem,1
3449_DBASSP_AMD_#_hem,1
3454_DBASSP_AMD_#_hem,0
3476_DBASSP_AMD_#_hem,0
3479_DBASSP_AMD_#_hem,1
3481_DBASSP_AMD_#_hem,1
3483_DBASSP_AMD_#_hem,1
3490_DBASSP_#_#_hem,1
3491_DBASSP_#_#_hem,1
3536_DBASSP_#_#_hem,1
3537_DBASSP_#_#_hem,1
3539_DBASSP_#_#_hem,1
3540_DBASSP_#_#_hem,1
3553_DBASSP_AMD_#_hem,1
3561_DBASSP_AMD_#_hem,1
3562_DBASSP_AMD_#_hem,1
3563_DBASSP_#_#_hem,1
3564_DBASSP_#_#_hem,1
3565_DBASSP_#_#_hem,1
3568_DBASSP_#_#_hem,1
3581_DBASSP_#_#_hem,1
3582_DBASSP_#_#_hem,1
3583_DBASSP_#_#_hem,1
3585_DBASSP_#_#_hem,1
3587_DBASSP_AMD_#_hem,1
3588_DBASSP_AMD_#_hem,1
3079_DBASSP_#_#_hem,1
8798_DBASSP_AMD_#_hem,0
8799_DBASSP_AMD_#_hem,0
3647_DBASSP_#_#_hem,1
8800_DBASSP_AMD_#_hem,0
609_DBASSP_#_#_hem,1
610_DBASSP_#_#_hem,1
1977_DBASSP_#_#_hem,1
612_DBASSP_#_#_hem,1
613_DBASSP_#_#_hem,1
614_DBASSP_#_#_hem,1
615_DBASSP_#_#_hem,1
617_DBASSP_#_#_hem,1
3348_DBASSP_#_#_hem,0
10175_DBASSP_AMD_#_hem,0
8812_DBASSP_AMD_#_hem,0
3754_DBASSP_AMD_#_hem,0
3770_DBASSP_#_#_hem,1
3773_DBASSP_#_#_hem,1
2198_DBASSP_#_#_hem,1
3776_DBASSP_#_#_hem,1
3779_DBASSP_#_#_hem,1
3782_DBASSP_AMD_#_hem,1
3783_DBASSP_#_#_hem,1
3784_DBASSP_#_#_hem,1
3785_DBASSP_AMD_#_hem,1
3786_DBASSP_#_#_hem,1
3787_DBASSP_#_#_hem,1
3788_DBASSP_#_#_hem,1
8826_DBASSP_AMD_#_hem,0
2000_DBASSP_AMD_#_hem,1
2001_DBASSP_AMD_#_hem,1
3817_DBASSP_#_#_hem,1
3820_DBASSP_AMD_#_hem,1
3821_DBASSP_AMD_#_hem,1
640_DBASSP_#_#_hem,1
641_DBASSP_#_#_hem,1
2007_DBASSP_#_#_hem,1
10205_DBASSP_#_#_hem,1
3889_DBASSP_AMD_#_hem,1
3892_DBASSP_AMD_#_hem,1
3894_DBASSP_#_#_hem,1
9405_DBASSP_AMD_#_hem,1
10211_DBASSP_AMD_#_hem,1
3929_DBASSP_#_#_hem,1
3930_DBASSP_#_#_hem,1
2023_DBASSP_AMD_#_hem,1
671_DBASSP_#_#_hem,1
672_DBASSP_AMD_#_hem,1
4105_DBASSP_#_#_hem,1
4115_DBASSP_AMD_#_hem,1
4146_DBASSP_#_#_hem,1
4147_DBASSP_#_#_hem,1
4149_DBASSP_AMD_#_hem,1
4154_DBASSP_AMD_#_hem,1
4157_DBASSP_AMD_#_hem,1
4160_DBASSP_AMD_#_hem,1
4161_DBASSP_AMD_#_hem,1
4166_DBASSP_AMD_#_hem,1
4168_DBASSP_AMD_#_hem,1
4169_DBASSP_AMD_#_hem,1
4171_DBASSP_AMD_#_hem,1
4231_DBASSP_#_#_hem,1
4189_DBASSP_#_#_hem,1
4193_DBASSP_AMD_#_hem,1
4194_DBASSP_#_#_hem,1
4195_DBASSP_#_#_hem,1
4197_DBASSP_AMD_#_hem,1
4198_DBASSP_AMD_#_hem,1
4199_DBASSP_AMD_#_hem,1
4209_DBASSP_#_#_hem,1
4210_DBASSP_#_#_hem,1
4211_DBASSP_#_#_hem,1
4212_DBASSP_AMD_#_hem,1
4213_DBASSP_#_#_hem,1
4214_DBASSP_#_ACT_hem,1
4215_DBASSP_#_#_hem,1
4216_DBASSP_#_#_hem,1
4217_DBASSP_#_#_hem,1
4218_DBASSP_#_#_hem,1
703_DBASSP_AMD_#_hem,1
4220_DBASSP_#_#_hem,1
4221_DBASSP_#_#_hem,1
4222_DBASSP_AMD_#_hem,1
4226_DBASSP_#_#_hem,1
4227_DBASSP_#_#_hem,1
4229_DBASSP_#_#_hem,1
4230_DBASSP_#_#_hem,1
8899_DBASSP_AMD_#_hem,0
708_DBASSP_#_#_hem,1
4275_DBASSP_#_#_hem,1
4276_DBASSP_#_#_hem,1
4277_DBASSP_#_#_hem,1
4278_DBASSP_#_#_hem,1
4282_DBASSP_#_#_hem,1
4283_DBASSP_#_#_hem,1
4285_DBASSP_#_#_hem,1
4286_DBASSP_#_#_hem,1
4287_DBASSP_#_#_hem,1
4288_DBASSP_#_#_hem,1
4289_DBASSP_#_#_hem,1
8911_DBASSP_AMD_#_hem,1
4330_DBASSP_AMD_#_hem,1
4331_DBASSP_AMD_#_hem,1
4334_DBASSP_#_#_hem,1
4343_DBASSP_#_#_hem,1
5539_DBASSP_#_#_hem,1
4360_DBASSP_AMD_#_hem,1
4361_DBASSP_AMD_#_hem,1
4362_DBASSP_AMD_#_hem,1
727_DBASSP_#_#_hem,1
4364_DBASSP_AMD_#_hem,1
4365_DBASSP_AMD_#_hem,1
4366_DBASSP_AMD_#_hem,1
4367_DBASSP_AMD_#_hem,1
4368_DBASSP_AMD_#_hem,1
4369_DBASSP_AMD_#_hem,1
4370_DBASSP_AMD_#_hem,1
4386_DBASSP_#_#_hem,1
4387_DBASSP_#_#_hem,1
4388_DBASSP_#_#_hem,1
4393_DBASSP_AMD_#_hem,0
4395_DBASSP_#_#_hem,1
4405_DBASSP_#_#_hem,1
4406_DBASSP_#_#_hem,1
4416_DBASSP_AMD_C16_hem,1
4418_DBASSP_#_#_hem,1
4420_DBASSP_AMD_#_hem,1
4421_DBASSP_AMD_#_hem,1
4422_DBASSP_AMD_#_hem,1
4423_DBASSP_AMD_#_hem,1
4424_DBASSP_AMD_#_hem,1
2875_DBASSP_AMD_#_hem,1
4433_DBASSP_AMD_#_hem,1
4451_DBASSP_#_#_hem,1
4469_DBASSP_#_#_hem,1
4480_DBASSP_#_#_hem,1
4483_DBASSP_AMD_#_hem,0
4492_DBASSP_#_#_hem,1
4542_DBASSP_AMD_#_hem,1
4543_DBASSP_AMD_#_hem,1
4544_DBASSP_AMD_#_hem,1
4548_DBASSP_#_#_hem,1
4554_DBASSP_AMD_#_hem,0
4572_DBASSP_AMD_#_hem,1
4573_DBASSP_AMD_#_hem,0
4574_DBASSP_AMD_#_hem,0
4575_DBASSP_AMD_#_hem,1
4576_DBASSP_AMD_#_hem,1
4584_DBASSP_AMD_#_hem,1
4587_DBASSP_AMD_#_hem,0
4588_DBASSP_AMD_#_hem,0
4589_DBASSP_AMD_#_hem,0
4590_DBASSP_AMD_#_hem,0
4591_DBASSP_AMD_#_hem,0
4594_DBASSP_#_#_hem,1
4595_DBASSP_#_#_hem,1
4612_DBASSP_#_#_hem,1
4614_DBASSP_AMD_#_hem,1
4615_DBASSP_AMD_#_hem,1
4616_DBASSP_AMD_#_hem,1
4617_DBASSP_AMD_#_hem,1
4618_DBASSP_AMD_#_hem,1
4619_DBASSP_AMD_#_hem,1
4620_DBASSP_AMD_#_hem,1
4623_DBASSP_AMD_#_hem,1
4625_DBASSP_AMD_#_hem,1
4626_DBASSP_AMD_#_hem,1
4627_DBASSP_AMD_#_hem,1
4652_DBASSP_#_#_hem,1
4654_DBASSP_AMD_#_hem,1
4656_DBASSP_AMD_#_hem,1
4658_DBASSP_AMD_#_hem,1
4661_DBASSP_AMD_#_hem,1
4662_DBASSP_AMD_#_hem,1
4667_DBASSP_AMD_#_hem,1
4668_DBASSP_AMD_#_hem,1
6975_DBASSP_AMD_#_hem,1
4680_DBASSP_#_#_hem,1
4686_DBASSP_AMD_#_hem,1
10249_DBASSP_AMD_#_hem,1
4724_DBASSP_#_#_hem,1
4726_DBASSP_#_#_hem,1
4727_DBASSP_#_#_hem,1
1794_DBASSP_AMD_#_hem,1
2156_DBASSP_AMD_#_hem,1
4750_DBASSP_AMD_#_hem,1
4752_DBASSP_AMD_#_hem,1
4753_DBASSP_AMD_#_hem,1
4754_DBASSP_AMD_#_hem,1
4760_DBASSP_AMD_#_hem,1
4766_DBASSP_AMD_#_hem,1
4767_DBASSP_AMD_#_hem,1
4776_DBASSP_AMD_#_hem,1
4798_DBASSP_AMD_#_hem,1
4805_DBASSP_AMD_ACT_hem,1
4806_DBASSP_#_#_hem,1
4807_DBASSP_AMD_#_hem,1
4808_DBASSP_AMD_#_hem,0
4809_DBASSP_AMD_#_hem,0
4810_DBASSP_AMD_#_hem,0
4811_DBASSP_AMD_#_hem,1
4812_DBASSP_AMD_#_hem,1
4813_DBASSP_AMD_#_hem,0
4814_DBASSP_AMD_#_hem,0
4815_DBASSP_AMD_#_hem,0
4816_DBASSP_AMD_#_hem,0
4817_DBASSP_AMD_#_hem,0
4818_DBASSP_AMD_#_hem,1
4819_DBASSP_AMD_#_hem,0
4820_DBASSP_AMD_#_hem,1
4821_DBASSP_AMD_#_hem,0
4822_DBASSP_AMD_#_hem,1
4823_DBASSP_AMD_#_hem,0
4824_DBASSP_AMD_#_hem,0
4825_DBASSP_AMD_#_hem,1
4826_DBASSP_AMD_#_hem,1
4827_DBASSP_AMD_#_hem,1
4829_DBASSP_AMD_#_hem,1
4834_DBASSP_AMD_#_hem,1
4836_DBASSP_AMD_#_hem,0
4838_DBASSP_AMD_#_hem,1
4843_DBASSP_AMD_#_hem,0
4846_DBASSP_AMD_#_hem,1
4867_DBASSP_#_#_hem,1
4868_DBASSP_#_#_hem,1
4869_DBASSP_#_#_hem,1
4872_DBASSP_#_#_hem,1
4873_DBASSP_#_#_hem,1
4874_DBASSP_#_#_hem,1
4875_DBASSP_#_#_hem,1
4882_DBASSP_#_#_hem,1
4884_DBASSP_#_#_hem,1
4887_DBASSP_#_#_hem,1
4900_DBASSP_AMD_#_hem,1
4906_DBASSP_AMD_#_hem,1
4918_DBASSP_AMD_#_hem,1
4922_DBASSP_AMD_#_hem,1
4924_DBASSP_AMD_#_hem,1
4925_DBASSP_AMD_#_hem,1
4926_DBASSP_AMD_#_hem,1
4927_DBASSP_AMD_#_hem,1
4928_DBASSP_AMD_#_hem,1
4932_DBASSP_AMD_#_hem,1
4946_DBASSP_AMD_#_hem,1
4947_DBASSP_AMD_#_hem,0
4948_DBASSP_AMD_#_hem,0
4950_DBASSP_AMD_#_hem,0
4952_DBASSP_AMD_#_hem,1
4954_DBASSP_AMD_#_hem,1
4965_DBASSP_#_#_hem,1
10386_DBASSP_#_#_hem,1
4978_DBASSP_AMD_BZO_hem,1
4980_DBASSP_AMD_#_hem,1
4981_DBASSP_AMD_#_hem,1
4982_DBASSP_AMD_ACT_hem,1
4983_DBASSP_AMD_TOS_hem,1
4984_DBASSP_AMD_#_hem,1
2196_DBASSP_#_#_hem,1
4986_DBASSP_AMD_BZO_hem,1
4987_DBASSP_AMD_#_hem,1
4988_DBASSP_AMD_TOS_hem,1
5000_DBASSP_AMD_#_hem,1
5017_DBASSP_AMD_#_hem,0
5018_DBASSP_AMD_#_hem,0
3567_DBASSP_#_#_hem,1
5021_DBASSP_AMD_#_hem,1
5034_DBASSP_#_#_hem,1
5038_DBASSP_#_#_hem,1
5041_DBASSP_#_#_hem,1
2206_DBASSP_AMD_#_hem,1
5047_DBASSP_#_#_hem,1
2207_DBASSP_AMD_#_hem,1
5064_DBASSP_AMD_#_hem,1
5066_DBASSP_AMD_#_hem,1
5067_DBASSP_AMD_#_hem,1
5068_DBASSP_AMD_#_hem,1
5079_DBASSP_#_#_hem,1
5080_DBASSP_#_#_hem,1
5081_DBASSP_#_#_hem,1
5083_DBASSP_#_#_hem,1
5084_DBASSP_#_#_hem,1
5085_DBASSP_#_#_hem,1
5131_DBASSP_#_#_hem,1
5132_DBASSP_#_#_hem,1
5133_DBASSP_#_#_hem,1
5135_DBASSP_AMD_#_hem,1
5137_DBASSP_AMD_#_hem,1
5140_DBASSP_AMD_#_hem,1
5143_DBASSP_AMD_#_hem,1
5163_DBASSP_#_#_hem,1
5165_DBASSP_#_#_hem,0
5166_DBASSP_#_#_hem,1
5167_DBASSP_#_#_hem,1
5177_DBASSP_#_#_hem,1
5193_DBASSP_#_#_hem,1
5196_DBASSP_#_C12_hem,1
5226_DBASSP_AMD_#_hem,1
5229_DBASSP_AMD_#_hem,1
5235_DBASSP_#_#_hem,1
5236_DBASSP_#_#_hem,1
5237_DBASSP_#_#_hem,1
5238_DBASSP_#_#_hem,1
5239_DBASSP_#_#_hem,1
5240_DBASSP_#_#_hem,1
5281_DBASSP_#_#_hem,1
5282_DBASSP_#_#_hem,1
5283_DBASSP_#_#_hem,1
5284_DBASSP_#_#_hem,1
5285_DBASSP_#_#_hem,1
5286_DBASSP_#_#_hem,1
5287_DBASSP_AMD_#_hem,1
5299_DBASSP_#_#_hem,1
5301_DBASSP_#_#_hem,1
3177_DBASSP_AMD_#_hem,1
5304_DBASSP_#_#_hem,1
5305_DBASSP_#_#_hem,1
5306_DBASSP_#_#_hem,1
3615_DBASSP_AMD_#_hem,1
5309_DBASSP_#_#_hem,1
5310_DBASSP_#_#_hem,1
5311_DBASSP_#_#_hem,1
5312_DBASSP_AMD_#_hem,1
5313_DBASSP_#_#_hem,1
4985_DBASSP_AMD_TOS_hem,1
5344_DBASSP_AMD_#_hem,1
5345_DBASSP_AMD_#_hem,1
5351_DBASSP_#_#_hem,1
5352_DBASSP_#_#_hem,1
5354_DBASSP_#_#_hem,1
5355_DBASSP_#_#_hem,1
5360_DBASSP_AMD_#_hem,1
5361_DBASSP_#_#_hem,1
5362_DBASSP_AMD_#_hem,1
5363_DBASSP_AMD_#_hem,1
5364_DBASSP_AMD_#_hem,1
5365_DBASSP_AMD_#_hem,1
5367_DBASSP_AMD_Biotin_hem,1
5368_DBASSP_AMD_#_hem,0
5369_DBASSP_AMD_#_hem,1
5370_DBASSP_AMD_#_hem,1
5372_DBASSP_#_#_hem,1
5373_DBASSP_#_#_hem,1
5382_DBASSP_#_#_hem,1
5385_DBASSP_AMD_#_hem,1
5387_DBASSP_AMD_#_hem,1
5389_DBASSP_#_#_hem,1
5411_DBASSP_AMD_#_hem,1
5417_DBASSP_#_#_hem,1
5443_DBASSP_AMD_#_hem,1
5444_DBASSP_AMD_#_hem,1
5446_DBASSP_AMD_#_hem,1
5447_DBASSP_AMD_#_hem,1
5448_DBASSP_AMD_#_hem,1
5455_DBASSP_#_#_hem,1
5490_DBASSP_#_#_hem,1
5512_DBASSP_AMD_#_hem,1
5513_DBASSP_AMD_#_hem,1
5515_DBASSP_#_#_hem,1
5520_DBASSP_#_#_hem,1
5521_DBASSP_#_#_hem,1
5522_DBASSP_#_#_hem,1
5523_DBASSP_#_#_hem,1
5524_DBASSP_#_#_hem,1
5530_DBASSP_#_#_hem,1
5531_DBASSP_#_#_hem,1
5532_DBASSP_#_#_hem,1
5535_DBASSP_AMD_#_hem,1
5538_DBASSP_AMD_#_hem,1
5540_DBASSP_#_#_hem,1
5541_DBASSP_#_#_hem,1
5593_DBASSP_AMD_#_hem,0
5604_DBASSP_#_#_hem,1
5623_DBASSP_#_#_hem,1
8918_DBASSP_AMD_#_hem,1
5687_DBASSP_AMD_#_hem,1
5695_DBASSP_#_#_hem,1
5696_DBASSP_#_#_hem,1
5697_DBASSP_#_#_hem,1
5721_DBASSP_AMD_#_hem,1
5722_DBASSP_AMD_#_hem,1
165_DBASSP_#_#_hem,1
2326_DBASSP_AMD_#_hem,1
3193_DBASSP_#_#_hem,1
5795_DBASSP_AMD_#_hem,1
5796_DBASSP_AMD_#_hem,1
5799_DBASSP_AMD_#_hem,1
5801_DBASSP_AMD_#_hem,0
5802_DBASSP_AMD_#_hem,0
2335_DBASSP_AMD_#_hem,1
5842_DBASSP_#_#_hem,1
