Protein,Prediction
1855_Hemolytik_Amidation_Free_8±1.6%,1
1856_Hemolytik_Amidation_Free_14±2.9%,1
1894_Hemolytik_Free_Free_<1%,0
1895_Hemolytik_Free_Free_<1%,0
1896_Hemolytik_Free_Free_<1%,0
1940_Hemolytik_Free_Free_10%,0
1941_Hemolytik_Free_Free_20%,1
1942_Hemolytik_Amidation_Free_45-50%,1
1943_Hemolytik_Free_Free_10%,0
1944_Hemolytik_Free_Free_55%,1
1968_Hemolytik_Amidation_Free_90%,1
1971_Hemolytik_Amidation_Free_~20%,1
1972_Hemolytik_Amidation_Free_~25%,1
1974_Hemolytik_Amidation_Free_~95%,0
1983_Hemolytik_Amidation_Free_30-40%,1
1984_Hemolytik_Amidation_Free_50-60%,1
1998_Hemolytik_Amidation_Free_60%,1
1999_Hemolytik_Amidation_Free_100%,1
2006_Hemolytik_Free_Free_22.5%,1
2007_Hemolytik_Free_Free_39.9%,1
2009_Hemolytik_Amidation_Dansylation_>20%,1
2010_Hemolytik_Amidation_Dansylation_60%,1
2011_Hemolytik_Amidation_Dansylation_~90%,1
2012_Hemolytik_Amidation_Dansylation_~90%,1
2013_Hemolytik_Amidation_Free_68.2%,1
2014_Hemolytik_Amidation_Free_37.9%,1
2015_Hemolytik_Amidation_Free_13.8%,0
2016_Hemolytik_Amidation_Free_11.9%,0
2017_Hemolytik_Amidation_Free_93.4%,1
2018_Hemolytik_Amidation_Free_60.1%,1
2019_Hemolytik_Amidation_Free_6.0%,0
2020_Hemolytik_Amidation_Free_8.5%,0
2021_Hemolytik_Amidation_Free_66.2%,1
2022_Hemolytik_Amidation_Free_59.1%,1
2027_Hemolytik_Amidation_Free_<10%,0
2028_Hemolytik_Amidation_Free_<10%,0
2029_Hemolytik_Amidation_Free_<10%,0
2030_Hemolytik_Amidation_Free_<10%,0
2070_Hemolytik_Free_Free_2.5%,1
2071_Hemolytik_Free_Free_3.5%,1
2072_Hemolytik_Free_Free_5.5%,1
2074_Hemolytik_Free_Free_0%,0
2075_Hemolytik_Free_Free_0%,0
2084_Hemolytik_Free_Free_0%hemolysis,1
2085_Hemolytik_Free_Free_100%hemolysis,1
2086_Hemolytik_Free_Free_19%hemolysis,1
2088_Hemolytik_Free_Free_17.8%hemolysis,1
2100_Hemolytik_Free_Free_6%,0
2101_Hemolytik_Free_Free_15%,0
2102_Hemolytik_Free_Free_4%,0
2103_Hemolytik_Free_Free_8%,0
2104_Hemolytik_Free_Free_50%,0
2105_Hemolytik_Free_Free_93%,0
2106_Hemolytik_Free_Free_45%,1
2107_Hemolytik_Free_Free_90%,1
2108_Hemolytik_Free_Free_15%,1
2109_Hemolytik_Free_Free_45%,1
2133_Hemolytik_Free_Free_8%,1
2134_Hemolytik_Free_Free_37%,1
2151_Hemolytik_Amidation_Free_0%,1
2153_Hemolytik_Amidation_Free_0%,0
2154_Hemolytik_Amidation_Free_3%,0
2156_Hemolytik_Amidation_Free_88.6%,1
2157_Hemolytik_Amidation_Free_50.4%,1
2158_Hemolytik_Amidation_Free_10.1%,0
2159_Hemolytik_Amidation_Free_0.6%,0
2160_Hemolytik_Amidation_Free_1.8%,0
2161_Hemolytik_Amidation_Free_1.5%,0
2163_Hemolytik_Amidation_Free_27.3%,1
2164_Hemolytik_Amidation_Free_28.8%,1
2165_Hemolytik_Amidation_Free_9.4%,0
2166_Hemolytik_Amidation_Free_30.3%,0
2167_Hemolytik_Amidation_Free_19.8%,1
2168_Hemolytik_Amidation_Free_4.7%,0
2171_Hemolytik_Amidation_Free_6.7%,0
2174_Hemolytik_Amidation_Free_6.2%,0
2175_Hemolytik_Amidation_Free_7.6%,0
2178_Hemolytik_Free_Free_2.5%,0
2179_Hemolytik_Free_Free_1.8%,0
2180_Hemolytik_Free_Free_10.0%,1
2181_Hemolytik_Free_Free_3.0%,1
2182_Hemolytik_Free_Free_~90%,1
2183_Hemolytik_Free_Free_~100%,1
2184_Hemolytik_Free_Free_~40%,1
2185_Hemolytik_Free_Free_~70%,1
2186_Hemolytik_Free_Free_~100%,1
2187_Hemolytik_Free_Free_~10%,1
2188_Hemolytik_Free_Free_~30%,0
2189_Hemolytik_Free_Free_~45%,0
2190_Hemolytik_Free_Free_0%,0
2191_Hemolytik_Free_Free_~100%,1
2192_Hemolytik_Free_Free_~100%,1
2193_Hemolytik_Free_Free_~100%,1
2194_Hemolytik_Amidation_Free_~30%,1
2196_Hemolytik_Amidation_Free_<20%,1
2198_Hemolytik_Amidation_Free_100%,1
2199_Hemolytik_Amidation_Free_82%,1
2200_Hemolytik_Amidation_Free_66%,1
2222_Hemolytik_Amidation_Free_4%,0
2223_Hemolytik_Amidation_Free_0%,0
2224_Hemolytik_Amidation_Free_1%,0
2225_Hemolytik_Amidation_Free_0%,0
2228_Hemolytik_Amidation_Free_17%,0
2229_Hemolytik_Amidation_Free_11%,0
2230_Hemolytik_Amidation_Free_34%,1
2231_Hemolytik_Amidation_Free_14%,1
2232_Hemolytik_Amidation_Free_42%,1
2233_Hemolytik_Amidation_Free_17%,1
2234_Hemolytik_Amidation_Free_3%,0
2235_Hemolytik_Amidation_Free_1%,0
2236_Hemolytik_Amidation_Free_0%,0
2237_Hemolytik_Amidation_Free_0%,0
2238_Hemolytik_Amidation_Free_2%,0
2239_Hemolytik_Amidation_Free_0%,0
2240_Hemolytik_Amidation_Free_0%,0
2241_Hemolytik_Amidation_Free_0%,0
2242_Hemolytik_Amidation_Free_2%,0
2243_Hemolytik_Amidation_Free_0%,0
2244_Hemolytik_Amidation_Free_0%,0
2245_Hemolytik_Amidation_Free_0%,0
2246_Hemolytik_Amidation_Free_1%,0
2247_Hemolytik_Amidation_Free_0%,0
2248_Hemolytik_Amidation_Free_0%,0
2249_Hemolytik_Amidation_Free_0%,0
2254_Hemolytik_Amidation_Free_3%,0
2255_Hemolytik_Amidation_Free_1%,0
2256_Hemolytik_Amidation_Free_26%,0
2257_Hemolytik_Amidation_Free_14%,0
2258_Hemolytik_Amidation_Free_1%,0
2259_Hemolytik_Amidation_Free_0%,0
2260_Hemolytik_Amidation_Free_0%,0
2261_Hemolytik_Amidation_Free_0%,0
2262_Hemolytik_Amidation_Free_2%,0
2263_Hemolytik_Amidation_Free_0%,0
2264_Hemolytik_Amidation_Free_0%,0
2265_Hemolytik_Amidation_Free_0%,0
2267_Hemolytik_Amidation_Free_2%,0
2268_Hemolytik_Amidation_Free_0%,0
2269_Hemolytik_Amidation_Free_0%,0
2270_Hemolytik_Amidation_Free_0%,0
2271_Hemolytik_Free_Free_27%,1
2272_Hemolytik_Free_Free_27%,1
2273_Hemolytik_Free_Free_14%,0
2274_Hemolytik_Free_Free_1%,0
2275_Hemolytik_Free_Free_13%,0
2276_Hemolytik_Free_Free_3%,0
2277_Hemolytik_Free_Free_1%,0
2284_Hemolytik_Free_Free_1%,0
2329_Hemolytik_Free_Free_<20%,0
2336_Hemolytik_Free_Free_~20%,1
2337_Hemolytik_Free_Free_100%,1
2338_Hemolytik_Free_Free_~100%,1
2339_Hemolytik_Free_Free_<20%,1
2340_Hemolytik_Free_Free_~80%,1
2341_Hemolytik_Free_Free_~80%,1
2342_Hemolytik_Free_Free_>80%,1
2343_Hemolytik_Free_Free_100%,1
2344_Hemolytik_Free_Free_100%,1
2345_Hemolytik_Free_Free_~40%,1
2346_Hemolytik_Free_Free_>60%,1
2347_Hemolytik_Free_Free_100%,1
2348_Hemolytik_Free_Free_0%,0
2349_Hemolytik_Free_Free_>20%,0
2350_Hemolytik_Free_Free_>40%,0
2351_Hemolytik_Free_Free_~60%,1
2352_Hemolytik_Free_Free_90%,1
2353_Hemolytik_Free_Free_~100%,1
2367_Hemolytik_Amidation_Free_1.98%,1
2368_Hemolytik_Amidation_Free_2.05%,1
2390_Hemolytik_Free_Free_~5%,0
2391_Hemolytik_Free_Free_~5%,0
2392_Hemolytik_Free_Free_~5%,0
2393_Hemolytik_Free_Free_~20%,1
2395_Hemolytik_Amidation_Free_80%,1
2397_Hemolytik_Amidation_Free_~20%,1
2398_Hemolytik_Amidation_Free_~50%,1
2399_Hemolytik_Amidation_Free_~20%,1
2401_Hemolytik_Amidation_Free_~20%,0
2402_Hemolytik_Amidation_Free_<10%,0
2403_Hemolytik_Amidation_Free_~10%,0
2404_Hemolytik_Amidation_Free_<10%,0
2405_Hemolytik_Amidation_Free_<0%,0
2433_Hemolytik_Free_Free_0.9%,0
2434_Hemolytik_Free_Free_1.9%,0
2438_Hemolytik_Amidation_Free_14.7%,0
2439_Hemolytik_Amidation_Free_0%,0
2440_Hemolytik_Amidation_Free_0.8%,0
2442_Hemolytik_Free_Free_0%,0
2443_Hemolytik_Free_Free_11.4%,1
2444_Hemolytik_Free_Free_0.3%,0
2445_Hemolytik_Free_Free_0.6%,1
2446_Hemolytik_Amidation_Free_3.7%,1
2447_Hemolytik_Free_Free_0%,1
2448_Hemolytik_Free_Free_30.6%,1
2449_Hemolytik_Free_Free_38.2%,1
2451_Hemolytik_Free_Free_0.5%,1
2452_Hemolytik_Free_Free_17.1%,1
2484_Hemolytik_Free_Free_50%,1
2492_Hemolytik_Free_Free_42%,1
2493_Hemolytik_Free_Free_75%,1
2494_Hemolytik_Amidation_Free_43%,1
2495_Hemolytik_Amidation_Free_65%,1
2496_Hemolytik_Amidation_Free_22%,1
2497_Hemolytik_Amidation_Free_48%,1
2498_Hemolytik_Amidation_Free_35%,1
2499_Hemolytik_Amidation_Free_71%,1
2500_Hemolytik_Amidation_Free_75%,1
2502_Hemolytik_Free_Free_2.5%,0
2503_Hemolytik_Free_Free_16.6%,0
2504_Hemolytik_Free_Free_15.4%,0
2505_Hemolytik_Free_Free_37.4%,0
2506_Hemolytik_Amidation_Free_37%,1
2514_Hemolytik_Free_Free_2.2%,0
2519_Hemolytik_Free_Free_0.2%,0
2520_Hemolytik_Free_Free_4.5%,0
2521_Hemolytik_Free_Free_24%,1
2522_Hemolytik_Free_Free_5.4%,1
2523_Hemolytik_Free_Free_5.3%,1
2524_Hemolytik_Free_Free_7.1%,1
2525_Hemolytik_Free_Free_6.3%,1
2526_Hemolytik_Free_Free_2.7%,1
2527_Hemolytik_Free_Free_5.1%,1
2528_Hemolytik_Free_Free_6.3%,1
2529_Hemolytik_Free_Free_7.2%,1
2530_Hemolytik_Free_Free_7.2%,1
2531_Hemolytik_Amidation_Free_12.3%,1
2532_Hemolytik_Free_Free_50%,1
2542_Hemolytik_Amidation_Free_77%,0
2543_Hemolytik_Amidation_Free_29%,0
2544_Hemolytik_Amidation_Free_6%,0
2545_Hemolytik_Amidation_Free_0%,0
2569_Hemolytik_Free_Free_>0.1%,0
2577_Hemolytik_Free_Free_0.3,0
2578_Hemolytik_Free_Free_1.5,0
2579_Hemolytik_Free_Free_-1.2,0
2580_Hemolytik_Free_Free_3.4,0
2581_Hemolytik_Free_Free_-0.4,0
2582_Hemolytik_Free_Free_-0.6,0
2583_Hemolytik_Free_Free_1.1,0
2584_Hemolytik_Free_Free_2.0,0
2585_Hemolytik_Free_Free_~2%,0
2587_Hemolytik_Free_Free_0%,0
2588_Hemolytik_Free_Free_~5%,0
2589_Hemolytik_Free_Free_0%,0
2590_Hemolytik_Free_Free_~30%,1
2591_Hemolytik_Free_Free_10%,1
2604_Hemolytik_Amidation_Free_0%,0
2605_Hemolytik_Amidation_Free_8%,0
2606_Hemolytik_Amidation_Free_71%,0
2609_Hemolytik_Free_Free_42%,1
2613_Hemolytik_Amidation_Free_<5%,0
2614_Hemolytik_Free_Free_2%,0
2621_Hemolytik_Amidation_Free_35.5%,1
2652_Hemolytik_Free_Free_0%,0
2653_Hemolytik_Free_Free_0%,0
2654_Hemolytik_Free_Free_0%,0
2655_Hemolytik_Free_Free_0.1%,0
2658_Hemolytik_Amidation_Free_0%,0
2659_Hemolytik_Amidation_Free_0%,0
2660_Hemolytik_Amidation_Free_2.3%,0
2661_Hemolytik_Amidation_Free_2.5%,0
2662_Hemolytik_Amidation_Free_2.6%,0
2667_Hemolytik_Free_Free_10%,1
2668_Hemolytik_Free_Free_10%,0
2673_Hemolytik_Amidation_Free_~14%,0
2691_Hemolytik_Free_Free_15.2±2.1%,1
2692_Hemolytik_Free_Free_0.109%,0
2693_Hemolytik_Free_Free_0.119%,0
2694_Hemolytik_Free_Free_~2%,0
2695_Hemolytik_Free_Free_~2%,0
2696_Hemolytik_Free_Free_~3%,0
2697_Hemolytik_Free_Free_~4%,0
2698_Hemolytik_Free_Free_~3%,0
2699_Hemolytik_Free_Free_~9%,1
2703_Hemolytik_Free_Free_40%,1
2710_Hemolytik_Free_Free_19%,1
2736_Hemolytik_Free_Free_<1%,0
2737_Hemolytik_Amidation_Free_<1%,0
2738_Hemolytik_Free_Free_<1%,0
2739_Hemolytik_Free_Free_<1%,0
2740_Hemolytik_Free_Free_<1%,0
2741_Hemolytik_Free_Free_<1%,0
2742_Hemolytik_Free_Free_<1%,0
2743_Hemolytik_Amidation_Free_<1%,0
2744_Hemolytik_Amidation_Free_<1%,0
2745_Hemolytik_Amidation_Free_<1%,0
2767_Hemolytik_Amidation_Free_100%,1
2768_Hemolytik_Amidation_Free_3%,0
2786_Hemolytik_Amidation_Free_7%,0
2807_Hemolytik_Free_Free_13.2%,1
2808_Hemolytik_Free_Free_9.1%,1
2809_Hemolytik_Free_Free_6.3%,1
2810_Hemolytik_Free_Free_3.6%,1
2826_Hemolytik_Amidation_Acetylation_0.3%,0
2828_Hemolytik_Amidation_Acetylation_17%,0
2829_Hemolytik_Amidation_Acetylation_~3%,0
2830_Hemolytik_Amidation_Acetylation_18%,0
2831_Hemolytik_Amidation_Free_48%,1
2832_Hemolytik_Amidation_Free_25%,1
2835_Hemolytik_Amidation_Free_10%,1
2836_Hemolytik_Amidation_Free_19%,1
2837_Hemolytik_Amidation_Free_4.5%,1
2839_Hemolytik_Amidation_Free_14%,1
2841_Hemolytik_Amidation_Free_29%,1
2843_Hemolytik_Amidation_Free_43%,1
2879_Hemolytik_Amidation_Free_27.5%,1
2880_Hemolytik_Amidation_Free_0.5%,1
2882_Hemolytik_Amidation_Free_2%,1
2883_Hemolytik_Amidation_Free_15%,1
2884_Hemolytik_Amidation_Free_0%,1
2886_Hemolytik_Amidation_Free_0%,1
2887_Hemolytik_Amidation_Free_11.5%,1
2888_Hemolytik_Amidation_Free_2%,1
2889_Hemolytik_Amidation_Free_3.5%,1
2890_Hemolytik_Amidation_Free_0%,1
2892_Hemolytik_Amidation_Free_1%,1
2893_Hemolytik_Amidation_Free_39%,1
2894_Hemolytik_Amidation_Free_6%,1
2895_Hemolytik_Amidation_Free_10.5%,1
2896_Hemolytik_Amidation_Free_1.5%,1
2897_Hemolytik_Amidation_Free_3.5%,1
2898_Hemolytik_Amidation_Free_0%,1
2900_Hemolytik_Amidation_Free_0%,1
2902_Hemolytik_Amidation_Free_3.5%,1
2903_Hemolytik_Amidation_Free_1%,1
2904_Hemolytik_Amidation_Free_0%,1
2905_Hemolytik_Amidation_Free_3.5%,1
2906_Hemolytik_Amidation_Free_0%,1
2911_Hemolytik_Free_Free_~7%,1
2912_Hemolytik_Free_Free_<10%,1
2913_Hemolytik_Free_Free_>7%,0
2914_Hemolytik_Free_Free_~6%,0
2915_Hemolytik_Free_Free_<5%,0
2968_Hemolytik_Amidation_Free_>10%,0
2969_Hemolytik_Amidation_Free_>10%,0
2970_Hemolytik_Amidation_Free_>10%,0
2971_Hemolytik_Amidation_Free_>10%,0
2972_Hemolytik_Amidation_Free_>10%,0
2974_Hemolytik_Free_Free_<5%,0
2976_Hemolytik_Free_Free_<5%,0
2977_Hemolytik_Free_Free_4.2%,0
2978_Hemolytik_Free_Free_4.1%,0
2979_Hemolytik_Free_Free_3.4%,0
2980_Hemolytik_Free_Free_3.0%,0
2981_Hemolytik_Free_Free_3.1%,0
2982_Hemolytik_Free_Free_4.2%,0
2983_Hemolytik_Free_Free_5.4%,0
2984_Hemolytik_Free_Free_5.8%,0
2985_Hemolytik_Free_Free_5.9%,0
2986_Hemolytik_Free_Free_4.9%,0
2987_Hemolytik_Free_Free_~1%,1
2988_Hemolytik_Amidation_Free_<2%,1
3002_Hemolytik_Free_Free_41.2,1
3003_Hemolytik_Free_Free_2.9±0.5%,0
3004_Hemolytik_Free_Free_3.8±0.4%,0
3005_Hemolytik_Free_Free_3.4±0.7%,1
3006_Hemolytik_Free_Free_0±1.7%,0
3007_Hemolytik_Free_Free_2.1±0.4%,1
3008_Hemolytik_Free_Free_4.3±0.1%,1
3010_Hemolytik_Free_Free_1.1±1.0%,0
3012_Hemolytik_Free_Free_2.4±0.7%,0
3014_Hemolytik_Free_Free_12.0±1.8%,1
3015_Hemolytik_Free_Free_2.8±0.3%,1
3016_Hemolytik_Free_Free_0%,0
3017_Hemolytik_Free_Free_~10%,0
3018_Hemolytik_Free_Free_0%,0
3019_Hemolytik_Free_Free_~10%,0
3026_Hemolytik_Amidation_Free_5-10%,1
3030_Hemolytik_Amidation_Free_10%,1
3034_Hemolytik_Amidation_Free_10%,1
3038_Hemolytik_Amidation_Free_30%,1
3042_Hemolytik_Free_Free_20-30%,1
3043_Hemolytik_Free_Free_20-30%,1
3044_Hemolytik_Free_Free_20-30%,1
3045_Hemolytik_Free_Free_90%,1
3046_Hemolytik_Free_Free_40-50%,1
3047_Hemolytik_Free_Free_40-50%,1
3048_Hemolytik_Free_Free_40-50%,1
3049_Hemolytik_Free_Free_100%,1
3050_Hemolytik_Free_Free_80-85%,1
3051_Hemolytik_Free_Free_70%,1
3052_Hemolytik_Free_Free_90%,1
3053_Hemolytik_Free_Free_100%,1
3069_Hemolytik_Free_Free_0%,0
3070_Hemolytik_Free_Free_3.8%,0
3071_Hemolytik_Free_Free_35%,1
3072_Hemolytik_Free_Free_0%,0
3073_Hemolytik_Free_Free_5%,0
3086_Hemolytik_Free_Free_0%,1
3087_Hemolytik_Free_Free_0%,0
3088_Hemolytik_Free_Free_0%,0
3091_Hemolytik_Amidation_Free_0%,0
3095_Hemolytik_Amidation_Free_0-5%,0
3097_Hemolytik_Amidation_Free_0%,0
3098_Hemolytik_Amidation_Free_10%,1
3101_Hemolytik_Amidation_Free_0-5%,0
3102_Hemolytik_Amidation_Free_40-50%,1
3104_Hemolytik_Amidation_Free_10%,0
3105_Hemolytik_Amidation_Free_0-5%,0
3106_Hemolytik_Amidation_Free_25%,1
3107_Hemolytik_Amidation_Free_40-50%,1
3110_Hemolytik_Amidation_Free_5%,0
3111_Hemolytik_Amidation_Free_10%,0
3117_Hemolytik_Free_Free_0%,1
3118_Hemolytik_Free_Free_12%,1
3119_Hemolytik_Free_Free_35%,1
3120_Hemolytik_Free_Free_51%,1
3121_Hemolytik_Free_Free_0%,0
3122_Hemolytik_Free_Free_4%,0
3123_Hemolytik_Free_Free_0%,1
3124_Hemolytik_Free_Free_7%,1
3125_Hemolytik_Free_Free_32%,1
3126_Hemolytik_Free_Free_45%,1
3127_Hemolytik_Amidation_Free_10%,1
3128_Hemolytik_Amidation_Free_10%,0
3129_Hemolytik_Amidation_Free_10%,0
3130_Hemolytik_Amidation_Free_10%,0
3131_Hemolytik_Amidation_Free_10%,0
3139_Hemolytik_Free_Free_5.9%,0
3140_Hemolytik_Free_Free_2.48%,0
3141_Hemolytik_Free_Free_1.16%,0
3142_Hemolytik_Free_Free_3.2%,0
3143_Hemolytik_Free_Free_9.5%,0
3144_Hemolytik_Free_Free_3%,0
3146_Hemolytik_Free_Free_7.5%,0
3147_Hemolytik_Free_Free_1.03%,0
3148_Hemolytik_Free_Free_9.9%,0
3149_Hemolytik_Free_Free_2.24%,0
3150_Hemolytik_Free_Free_7.2%,0
3187_Hemolytik_Free_Free_12%,1
3191_Hemolytik_Amidation_Free_48%,1
3192_Hemolytik_Amidation_Free_13%,1
3193_Hemolytik_Amidation_Free_3%,1
3196_Hemolytik_Amidation_Free_42%,1
3197_Hemolytik_Amidation_Free_10%,1
3198_Hemolytik_Amidation_Free_6%,1
3199_Hemolytik_Amidation_Free_4.5%,1
3236_Hemolytik_Free_Free_0%,0
3238_Hemolytik_Free_Free_1.1%,1
3239_Hemolytik_Free_Free_1.3%,0
3240_Hemolytik_Free_Free_1.7%,0
3241_Hemolytik_Free_Free_2.4%,0
3242_Hemolytik_Free_Free_2.3%,1
3243_Hemolytik_Free_Free_3.2%,1
3244_Hemolytik_Free_Free_3.9%,0
3245_Hemolytik_Free_Free_0%,0
3265_Hemolytik_Amidation_Free_0%,1
3266_Hemolytik_Amidation_Free_0%,1
3267_Hemolytik_Amidation_Free_0%,1
3268_Hemolytik_Amidation_Free_21%,1
3269_Hemolytik_Amidation_Free_8%,1
3276_Hemolytik_Free_Free_5%,1
3277_Hemolytik_Free_Free_34.3%,1
3279_Hemolytik_Free_Free_0.1%,0
3280_Hemolytik_Free_Free_0.4%,0
3281_Hemolytik_Free_Free_0.4%,0
3282_Hemolytik_Free_Free_0.5%,0
3283_Hemolytik_Free_Free_0.9%,0
3284_Hemolytik_Free_Free_0.8%,0
3297_Hemolytik_Amidation_Lac=p-amidophenyl-β-D-lactopyranoside,1
3298_Hemolytik_Amidation_Free_20%,1
3299_Hemolytik_Amidation_Acetylation_20%,1
3300_Hemolytik_Amidation_Free_15%,1
3301_Hemolytik_Free_Acetylation_15%,1
3305_Hemolytik_Free_Free_10%,1
3306_Hemolytik_Free_Free_10%,1
3311_Hemolytik_Free_Free_1%,0
3312_Hemolytik_Free_Free_2%,0
3321_Hemolytik_Free_Formylation_38%,1
3323_Hemolytik_Free_Formylation_47%,1
3325_Hemolytik_Free_Formylation_34%,1
3326_Hemolytik_Free_Formylation_43%,1
3327_Hemolytik_Free_Formylation_32%,1
3329_Hemolytik_Free_Formylation_20%,1
3330_Hemolytik_Free_Formylation_22%,1
3331_Hemolytik_Free_Formylation_2%,1
3335_Hemolytik_Free_Free_25%,1
3336_Hemolytik_Free_Free_8%,1
3337_Hemolytik_Free_Free_0%,0
3338_Hemolytik_Free_Free_12%,0
3339_Hemolytik_Free_Free_18%,0
3340_Hemolytik_Free_Free_0%,0
3341_Hemolytik_Free_Free_20%,0
3342_Hemolytik_Free_Free_19%,0
3343_Hemolytik_Free_Free_0%,0
3344_Hemolytik_Free_Free_23%,0
3346_Hemolytik_Free_Free_0%,0
3347_Hemolytik_Free_Free_14%,0
3348_Hemolytik_Free_Free_0%,0
3349_Hemolytik_Free_Free_17%,0
3355_Hemolytik_Free_Formylation_4%,1
3356_Hemolytik_Free_Formylation_12%,1
3357_Hemolytik_Free_Formylation_36%,1
3360_Hemolytik_Free_Free_13%,1
3361_Hemolytik_Free_Free_31%,1
3362_Hemolytik_Free_Free_34%,1
3363_Hemolytik_Free_Free_35%,1
3364_Hemolytik_Free_Free_13%,1
3366_Hemolytik_Free_Fmoc_25%,1
3368_Hemolytik_Free_Fmoc_43%,1
3369_Hemolytik_Free_Free_40%,1
3370_Hemolytik_Free_Free_11%,1
3372_Hemolytik_Free_Free_24%,1
3384_Hemolytik_Amidation_Free_55%,1
3385_Hemolytik_Free_Free_35%,1
3386_Hemolytik_Free_Free_0.02%,0
3387_Hemolytik_Free_Free_0.06%,0
3388_Hemolytik_Free_Free_0.14%,0
3389_Hemolytik_Free_Free_0.19%,0
3390_Hemolytik_Free_Free_0.23%,0
3391_Hemolytik_Free_Free_0.03%,0
3392_Hemolytik_Free_Free_0.07%,0
3393_Hemolytik_Free_Free_0.13%,0
3394_Hemolytik_Free_Free_0.17%,0
3395_Hemolytik_Free_Free_0.21%,0
3400_Hemolytik_Free_Free_<5%,1
3401_Hemolytik_Free_Free_<10%,1
3402_Hemolytik_Free_Free_~10%,1
3403_Hemolytik_Free_Free_~14%,1
3408_Hemolytik_Free_Free_<0.5%,0
3409_Hemolytik_Free_Free_0%,1
3411_Hemolytik_Free_Free_0%,1
3413_Hemolytik_Free_Free_0%,1
3414_Hemolytik_Free_Free_~5%,1
3415_Hemolytik_Amidation_Free_0%,1
3416_Hemolytik_Amidation_Free_1%,1
3417_Hemolytik_Amidation_Free_0%,1
3418_Hemolytik_Amidation_Free_19%,1
3419_Hemolytik_Amidation_Free_11%,1
3420_Hemolytik_Amidation_Free_55%,1
3421_Hemolytik_Amidation_Free_51%,1
3432_Hemolytik_Free_Free_0%,0
3433_Hemolytik_Free_Free_1%,0
3435_Hemolytik_Free_Free_2%,0
3436_Hemolytik_Free_Free_9%,0
3437_Hemolytik_Free_Free_0%,0
3438_Hemolytik_Free_Free_1%,0
3439_Hemolytik_Free_Free_2%,0
3440_Hemolytik_Free_Free_4%,0
3441_Hemolytik_Free_Free_1%,0
3442_Hemolytik_Free_Free_2%,0
3443_Hemolytik_Free_Free_6%,0
3444_Hemolytik_Free_Free_14%,0
3445_Hemolytik_Free_Free_0%,0
3446_Hemolytik_Free_Free_1%,0
3447_Hemolytik_Free_Free_3%,1
3448_Hemolytik_Free_Free_16%,1
3449_Hemolytik_Free_Free_29%,1
3450_Hemolytik_Free_Free_41%,1
3452_Hemolytik_Free_Free_0%,0
3453_Hemolytik_Free_Free_2%,0
3467_Hemolytik_Free_Free_0%,0
3469_Hemolytik_Free_Free_~45%,1
3470_Hemolytik_Free_Free_~60%,1
3471_Hemolytik_Free_Free_~45%,1
3472_Hemolytik_Free_Free_100%,1
3484_Hemolytik_Amidation_Free_45-50%,1
3485_Hemolytik_Amidation_Free_45-50%,1
3486_Hemolytik_Amidation_Free_45-50%,1
3487_Hemolytik_Amidation_Free_45-50%,1
3488_Hemolytik_Amidation_Free_45-50%,1
3489_Hemolytik_Amidation_Free_45-50%,1
3498_Hemolytik_Amidation_Free_80%,0
3499_Hemolytik_Amidation_Free_~5%,0
3500_Hemolytik_Amidation_Free_~4%,0
3502_Hemolytik_Amidation_Free_>75%,0
3504_Hemolytik_Amidation_Free_>75%,1
3505_Hemolytik_Amidation_Free_~5%,0
3506_Hemolytik_Amidation_Free_~3%,0
3507_Hemolytik_Amidation_Free_~5%,0
3508_Hemolytik_Amidation_Free_~3%,0
3509_Hemolytik_Amidation_Free_~4%,0
3510_Hemolytik_Amidation_Free_~2%,0
3512_Hemolytik_Amidation_Free_>70%,1
3514_Hemolytik_Amidation_Free_>55%,1
3516_Hemolytik_Amidation_Free_~55%,1
3517_Hemolytik_Free_Free_~20%,1
3518_Hemolytik_Free_Free_100%,1
3520_Hemolytik_Amidation_Free_12%,0
3522_Hemolytik_Amidation_Free_30%,0
3524_Hemolytik_Amidation_Free_40%,1
3529_Hemolytik_Free_Free_0%,1
3530_Hemolytik_Free_Free_10%,1
3531_Hemolytik_Free_Free_20%,1
3536_Hemolytik_Free_Free_0%,0
3537_Hemolytik_Free_Free_<10%,0
3538_Hemolytik_Free_Free_~10%,0
3539_Hemolytik_Free_Free_~1-2%,0
3540_Hemolytik_Free_Free_>10%,0
3543_Hemolytik_Amidation_Free_~40%,1
3544_Hemolytik_Amidation_Free_100%,1
3545_Hemolytik_Amidation_Free_>40%,1
3546_Hemolytik_Amidation_Free_100%,1
3547_Hemolytik_Amidation_Free_0%,1
3548_Hemolytik_Amidation_Free_100%,1
3549_Hemolytik_Free_Free_1.4±0.3%,0
3550_Hemolytik_Free_Free_1.1±0.3%,0
3551_Hemolytik_Free_Free_0.9±0.1%,0
3552_Hemolytik_Free_Free_0.7±0.3%,0
3553_Hemolytik_Free_Free_0.2±0.1%,0
3556_Hemolytik_Free_Free_17.5±1.1%,1
3557_Hemolytik_Free_Free_3.7±0.1%,1
3558_Hemolytik_Free_Free_1.4±0.3%,1
3569_Hemolytik_Amidation_Free_5%,1
3581_Hemolytik_Amidation_Free_100%,1
3600_Hemolytik_Free_Free_1-2%,1
3606_Hemolytik_Free_Free_100%,1
3607_Hemolytik_Free_Free_41%,1
3608_Hemolytik_Free_Free_28%,1
